656790142066274304	california
656904933476802560	
652235918380658688	
656225090456145921	california
656052615155986432	
656099127751790592	
656105456016818176	tehachapi
656184755117907968	california
656194926573580289	california
656197100913324032	
656193790147883008	
656197522432524289	
656189914074189828	
656187102808272896	kern county
656184210072338432	
656247230505074688	california
655950308841881600	
655943374176825345	california
655954999680352256	southern california
655945612530200576	california
655958181026263040	california
655964647196073984	southern california
655957761147187200	california
656159404065079296	
656160320260456448	california
656160221006462976	california
656153605032931328	
656156708314550272	tehachapi
656156665096482816	kern county
656159208866377728	california
656154606787948544	california
656166393809801216	
656166373035347968	
656152905871814657	
656155626469371904	california
656153315957452800	
656164202919383040	california highway
656156183976259584	california
656163097430790144	california
656162667644628993	california
656161915945664513	california
656167719197241344	california
656156391623667712	california
656162257399746560	
656162249845833728	
656154019128193024	california
656116777190096897	
656111269938769920	
656120555481894912	
656071396670484480	southern california
656127469016125440	slo county
656013288581414912	california
656009419231272960	california
655911375206764544	california
655921292307132416	california
655921291531153408	los angeles
655921240297705472	
656174248940146688	
656170712202285060	california
656173355066757120	
656180666296471552	
655971678384730114	california
655931092331970560	california
655940176225501184	
655940005743865856	california
655940243829293056	california
655926401950875648	california
655938588673110016	california
655938580133511173	california
655938560898437120	california
655929013563559937	las vegas
656229031482753025	california
655898940819116033	
655911105810665472	
655898419118997504	tehachapi
655996320516149249	california
655987152711458816	southern california
656149744771665920	
656149631500468224	california
656145325275480064	california
656146926396710912	california
656152819372716032	
656152469701988353	california
656152373606223872	california
656150109462405120	california
656150860628561920	
656148702122389504	california
656417777574539264	california
656391438985510912	california
656560578056556544	california
656490034917314561	
656490992187658240	
656286091931205633	
656274684908929024	los angeles
656290507161661440	
656260095253155841	california
656260069525356544	california
656355932599783427	
657538690022027264	california
657682731153936384	
660540931590885376	
653583690434523136	
650750334512570368	ca
655492441265434624	
655488864090509316	
655490833014099969	vegas
655301107254595584	
655464138681032704	california
655465814179586048	southern california
655462360354701312	
655463301405503488	
655481974887350273	
655474380714065920	california
655522456057196546	las vegas
655529236002795520	
655531569050988545	
655225766398009345	california
655361454829207552	
655367456484171776	los angeles
655238940035694592	southern california
655237183217885184	los angeles
655232298657296385	southern california
655391357603713025	california
655391667952873476	
655343262077734912	
655402175494029312	california
655405259599298560	
655411327809273857	
655411315851182081	
655408159478013952	
655405900946124801	
655278784598425600	
655288308231094274	
655279386686570496	
655248859531210752	
655250318138040320	
655259610933145600	
655249513729409024	
655208670385590272	california
655204588191092736	
655207205243867137	
655212105977610241	
655210820113141760	
655208358807339008	
655216195738558469	
655205097878654976	
655210991651717120	carpinteria
655204188092104704	
655214678747037696	
655203923918237697	los angeles
655322324858773504	california
655321953486708736	
655180317716647936	
655177145958932484	
655173290852511744	
655181440401862656	california
655185861068197889	
655181248021725188	
655181218799988736	california
655180502555455488	
655186308378161153	
655172717566496768	
655172611698110464	los angeles
655266276357599232	
655264956795883524	
655274080459956224	
655271266316775424	southern california
655416943265107968	california
655427621170212864	california
658276912486191104	
659308729062572032	
658005374944022529	california
655859446036344832	california
655865142500986880	kern county
655860466275581953	
655852687980933121	california
655850861709541376	california
655853753967357952	california
655853663647195136	california
655865938386944000	california
655863462975770624	california
655852061502783488	california
655852022403497984	california
655655115135709184	
655730068560478208	southern california
655738214641246209	las vegas
655827303323140096	california highway
655827271811362816	california
655827212914978816	california highway
655827980288069632	california
655825437562654720	california
655825263649918976	california
655826198228942848	
655826196576382976	california
655826193149595648	california
655826180608806912	california highway
655822593480527872	kern county
655826615675432960	california
655832813787176964	california
655821099125612544	kern county
655820962156285956	kern county
655828376918339586	kern county
655830470928666624	california
655830468953161728	kern county highway
655829721226334208	california
655835631931772928	california highway
655835411369955328	calif.
655824725155844096	
655825900412342273	california
655833043706380288	california
655821932554678273	
655831905057697792	california
655831752703803392	california
655828579251560448	california highway
655828502407684097	california
655821778539839488	california
655823015033311233	california
655836596982448128	california
655837944545054720	california
655841419102437376	california
655846322898116608	kern county
655841529563582464	california
655838560323371008	
655846005284470785	california highway
655842676198146048	kern county
655842566626131968	california
655848887320625152	california
655848623712833536	
655846773097783296	california
655886006739185664	
655889244163067904	california
655881311589003264	southern california
655881300935626752	u.s
655888617647284224	southern california
655895673896869889	southern california
655726029139410944	
655595662923304960	
655599392225783808	california
655751050993889280	
655757655580004352	california
655713851825115136	california
655555061821612032	california
655550123770966016	california
655812148459913217	
655812656830484480	california highway
655812600937226242	california
655819692397821952	kern county
655817409291423744	california
655813809874051074	california
655813749941518336	california
655813718681456641	southern california
655815874843136000	california highway
655816881710891008	california
655815767846326272	california
655815391151824896	california
655812444619714560	california highway
655818120561475584	california
655818797702471680	california
655621097711243265	
655566894477344768	california
655679637826080768	
655875750625607680	el cajon
655866056515436544	
655871765860626432	
655866224266596360	california
655541212884045828	
655787027703595009	
651021028265586688	
658988282462760960	
649787765643722752	
649822206571216896	
657033644842680320	
655133187518107648	
655134944201691136	
655137862967496705	california
655137812740775936	stranding calif.
655134534015422466	
655126079238045696	stranding calif.
655133847726657536	california
655137309575290880	
655134036529012736	
655133891011870720	california
654964089668653056	
654937409059094528	
655011570167123968	
655100660384329728	
655106641717649408	calif.
655106138875240448	
655110920138461185	los angeles
655096880553066496	
655106893380083712	
655111859901591554	
655114770840813568	los angeles
655113025444163584	mojave
655121092248387584	
655125553415090176	l.a.
655118652446916608	california
655120984962285568	los angeles
655125827525328896	
655125595886501888	los angeles
655112098268090368	
655123958304378880	los angeles
655170347621216256	
655170272748658688	
655164081079382016	california
654998284147097604	california
654999450016837632	california
654999398800224257	california
654883442358808576	
655070526864420864	
655074129020854272	lake hughes
655071462047416320	california highway
655021324771983360	
